ID,Name,Height,Weight,Age,Sex,Profession
8771,Ершов Иосиф,165.0,62.0,88,м,автослесарь
8772,Юдин Спартак,179.0,57.0,80,м,автослесарь
8773,Белоусов Аким,,70.0,51,м,сантехник
8774,Костин Руслан,168.0,71.0,20,м,программист
8775,Морозов Вячеслав,186.0,88.0,53,м,сантехник
8776,Нестеров Анатолий,168.0,70.0,67,м,сантехник
8777,Горбачёв Климент,,108.0,30,м,врач
8778,Самсонов Арсен,181.0,,36,м,студент
8779,Воробьёв Данил,191.0,75.0,63,м,инженер
8780,Владимиров Гордей,,108.0,49,м,автослесарь
8781,Афанасьев Захар,187.0,63.0,65,м,врач
8782,Ширяев Никола,185.0,65.0,29,м,инженер
8783,Казаков Тимофей,170.0,89.0,84,м,автослесарь
8784,Маслов Касьян,194.0,92.0,18,м,бухгалтер
8785,Дементьев Станислав,183.0,69.0,47,м,сантехник
8786,Потапов Иннокентий,192.0,92.0,20,м,продавец
8787,Денисов Ефрем,179.0,79.0,85,м,студент
8788,Назаров Феликс,175.0,118.0,78,м,продавец
8789,Тихонов Аким,169.0,105.0,32,м,бухгалтер
8790,Зайцев Андрей,174.0,108.0,24,м,продавец
8791,Поляков Яков,166.0,92.0,25,м,преподаватель
8792,Титов Вячеслав,190.0,102.0,19,м,инженер
8793,Нестеров Аркадий,192.0,64.0,19,м,врач
8794,Маслов Тарас,170.0,,74,м,бухгалтер
8795,Овчинников Димитрий,175.0,69.0,74,м,студент
8796,Лазарев Радий,189.0,97.0,29,м,сантехник
8797,Щукин Гордей,166.0,97.0,85,м,студент
8798,Фёдоров Анатолий,184.0,105.0,48,м,продавец
8799,Киселёв Юлий,191.0,101.0,33,м,сантехник
8800,Иванков Ефрем,176.0,,42,м,сантехник
8801,Носов Демид,186.0,100.0,28,м,преподаватель
8802,Николаев Артур,179.0,118.0,69,м,врач
8803,Соколов Мартин,194.0,107.0,89,м,продавец
8804,Быков Модест,188.0,70.0,62,м,бухгалтер
8805,Ефремов Иосиф,190.0,115.0,80,м,студент
8806,Пахомов Арсений,182.0,102.0,62,м,программист
8807,Голубев Леонтий,171.0,118.0,51,м,программист
8808,Дмитриев Евгений,184.0,82.0,55,м,программист
8809,Новиков Чарли,171.0,107.0,23,м,инженер
8810,Сергеев Харитон,168.0,91.0,50,м,бухгалтер
8811,Рыбаков Антон,185.0,67.0,86,м,сантехник
8812,Фёдоров Сидор,168.0,94.0,47,м,преподаватель
8813,Поляков Никанор,183.0,86.0,76,м,инженер
8814,Назаров Радослав,182.0,62.0,86,м,преподаватель
8815,Блохин Серафим,183.0,101.0,71,м,врач
8816,Коновалов Радий,176.0,56.0,63,м,врач
8817,Брагин Наум,,99.0,25,м,программист
8818,Мамонтов Никанор,184.0,51.0,31,м,студент
8819,Бирюков Феликс,184.0,78.0,63,м,врач
8820,Юдин Радик,179.0,71.0,66,м,бухгалтер
8821,Денисов Гордей,172.0,60.0,54,м,автослесарь
8822,Шаров Вячеслав,171.0,109.0,53,м,студент
8823,Елисеев Сергей,184.0,52.0,73,м,студент
8824,Аксёнов Зиновий,194.0,89.0,50,м,инженер
8825,Осипов Фёдор,191.0,119.0,49,м,врач
8826,Стрелков Парамон,172.0,103.0,28,м,программист
8827,Ширяев Григорий,187.0,77.0,42,м,студент
8828,Мышкин Давид,174.0,114.0,48,м,инженер
8829,Дьячков Альберт,173.0,80.0,45,м,инженер
8830,Зыков Эдуард,174.0,94.0,74,м,бухгалтер
8831,Воробьёв Гордей,171.0,66.0,84,м,продавец
8832,Степанов Потап,181.0,82.0,34,м,продавец
8833,Жуков Парамон,165.0,108.0,51,м,сантехник
8834,Субботин Авраам,177.0,76.0,75,м,сантехник
8835,Мартынов Никифор,175.0,75.0,44,м,инженер
8836,Юдин Самсон,191.0,98.0,89,м,сантехник
8837,Дьячков Демид,186.0,108.0,35,м,преподаватель
8838,Смирнов Болеслав,171.0,93.0,85,м,программист
8839,Фадеев Арсений,192.0,102.0,48,м,преподаватель
8840,Пахомов Кирилл,165.0,105.0,49,м,программист
8841,Баранов Алексей,180.0,93.0,18,м,инженер
8842,Котов Борис,176.0,96.0,34,м,бухгалтер
8843,Логинов Валерий,181.0,50.0,72,м,продавец
8844,Дьячков Юлий,175.0,70.0,87,м,студент
8845,Власов Константин,193.0,69.0,28,м,продавец
8846,Зиновьев Федот,189.0,56.0,18,м,преподаватель
8847,Комиссаров Владлен,165.0,54.0,29,м,бухгалтер
8848,Мухин Юрий,189.0,51.0,36,м,автослесарь
8849,Павлов Демид,168.0,112.0,47,м,сантехник
8850,Никонов Тимур,167.0,71.0,44,м,продавец
8851,Власов Илларион,189.0,66.0,61,м,преподаватель
8852,Титов Аристарх,178.0,118.0,57,м,врач
8853,Евсеев Никола,192.0,96.0,46,м,преподаватель
8854,Белозёров Всеволод,191.0,64.0,19,м,инженер
8855,Романов Савелий,186.0,68.0,25,м,продавец
8856,Виноградов Архип,192.0,102.0,55,м,программист
8857,Данилов Борис,176.0,54.0,36,м,автослесарь
8858,Яковлев Андрей,173.0,95.0,80,м,продавец
8859,Гурьев Кондрат,194.0,75.0,76,м,продавец
8860,Сафонов Влас,193.0,85.0,49,м,инженер
8861,Устинов Анатолий,181.0,107.0,57,м,сантехник
8862,Капустин Геннадий,190.0,68.0,65,м,инженер
8863,Тимофеев Георгий,183.0,109.0,32,м,программист
8864,Буров Яромир,,72.0,64,м,сантехник
8865,Бобров Аркадий,176.0,56.0,37,м,преподаватель
8866,Исаков Антон,194.0,64.0,31,м,инженер
8867,Фомичёв Аристарх,191.0,114.0,83,м,сантехник
8868,Суворов Ренат,171.0,71.0,76,м,врач
8869,Филатов Кондрат,192.0,94.0,35,м,сантехник
8870,Лыткин Мартын,168.0,54.0,24,м,врач
8871,Кузнецов Павел,183.0,83.0,75,м,студент
8872,Вишняков Алексей,172.0,107.0,63,м,сантехник
8873,Лаврентьев Владлен,193.0,78.0,46,м,автослесарь
8874,Самойлов Анфим,170.0,106.0,24,м,врач
8875,Фролов Никита,172.0,111.0,35,м,врач
8876,Большаков Юлиан,165.0,56.0,89,м,инженер
8877,Иванов Геннадий,181.0,79.0,61,м,инженер
8878,Константинов Андрей,183.0,107.0,32,м,программист
8879,Горбачёв Ефим,190.0,115.0,43,м,преподаватель
8880,Исаев Евстахий,188.0,67.0,68,м,бухгалтер
8881,Комиссаров Самсон,169.0,111.0,20,м,бухгалтер
8882,Туров Антон,192.0,100.0,30,м,сантехник
8883,Тетерин Василий,168.0,71.0,83,м,программист
8884,Кузнецов Димитрий,192.0,81.0,50,м,студент
8885,Герасимов Никифор,167.0,58.0,79,м,сантехник
8886,Крюков Виталий,188.0,54.0,18,м,врач
8887,Самсонов Михаил,174.0,95.0,39,м,врач
8888,Борисов Августин,178.0,90.0,87,м,автослесарь
8889,Цветков Платон,189.0,50.0,50,м,врач
8890,Беляев Булат,174.0,56.0,60,м,бухгалтер
8891,Ширяев Альберт,168.0,114.0,38,м,врач
8892,Исаков Влас,188.0,66.0,26,м,студент
8893,Лазарев Эдуард,194.0,91.0,47,м,врач
8894,Устинов Святослав,191.0,57.0,74,м,инженер
8895,Фомин Василий,181.0,117.0,36,м,бухгалтер
8896,Логинов Кир,175.0,60.0,44,м,врач
8897,Дроздов Михаил,185.0,67.0,58,м,программист
8898,Харитонов Ефрем,187.0,75.0,25,м,преподаватель
8899,Потапов Ростислав,190.0,94.0,71,м,студент
8900,Соловьёв Даниил,189.0,113.0,89,м,продавец
8901,Попов Ринат,183.0,108.0,28,м,автослесарь
8902,Тетерин Рустам,189.0,93.0,56,м,бухгалтер
8903,Соловьёв Анисий,184.0,80.0,76,м,продавец
8904,Ларионов Фаддей,166.0,90.0,20,м,преподаватель
8905,Гришин Борислав,192.0,53.0,83,м,преподаватель
8906,Авдеев Владлен,186.0,56.0,47,м,автослесарь
8907,Кузьмин Богдан,188.0,87.0,50,м,автослесарь
8908,Гордеев Ярослав,169.0,53.0,31,м,врач
8909,Мясников Мартын,177.0,74.0,43,м,преподаватель
8910,Степанов Максим,170.0,101.0,33,м,преподаватель
8911,Шубин Александр,166.0,82.0,43,м,продавец
8912,Ширяев Яромир,165.0,78.0,84,м,автослесарь
8913,Кудряшов Назар,173.0,111.0,80,м,бухгалтер
8914,Александров Мирослав,193.0,101.0,52,м,врач
8915,Иванков Митрофан,178.0,106.0,30,м,программист
8916,Исаев Геннадий,192.0,51.0,44,м,сантехник
8917,Архипов Вениамин,180.0,101.0,37,м,автослесарь
8918,Фокин Богдан,167.0,,49,м,бухгалтер
8919,Потапов Потап,175.0,61.0,34,м,бухгалтер
8920,Степанов Лукьян,170.0,99.0,54,м,программист
8921,Молчанов Августин,177.0,98.0,75,м,инженер
8922,Герасимов Ярослав,173.0,82.0,80,м,автослесарь
8923,Уваров Модест,172.0,78.0,74,м,инженер
8924,Терентьев Станислав,179.0,,73,м,программист
8925,Назаров Авраам,170.0,97.0,44,м,программист
8926,Никонов Гордей,194.0,117.0,74,м,инженер
8927,Ситников Валерий,180.0,91.0,29,м,автослесарь
8928,Лапин Василий,188.0,104.0,57,м,студент
8929,Русаков Ринат,179.0,70.0,78,м,студент
8930,Владимиров Никифор,174.0,60.0,40,м,врач
8931,Егоров Булат,174.0,117.0,53,м,продавец
8932,Брагин Бенедикт,167.0,63.0,25,м,студент
8933,Горбачёв Никита,185.0,56.0,32,м,продавец
8934,Ефремов Герасим,173.0,104.0,86,м,преподаватель
8935,Семёнов Артемий,185.0,112.0,45,м,программист
8936,Баранов Кирилл,177.0,69.0,58,м,инженер
8937,Морозов Максим,170.0,91.0,47,м,продавец
8938,Крылов Филат,182.0,110.0,38,м,автослесарь
8939,Смирнов Арсен,182.0,78.0,27,м,сантехник
8940,Дмитриев Трофим,194.0,107.0,42,м,инженер
8941,Буров Богдан,183.0,97.0,81,м,студент
8942,Назаров Георгий,167.0,71.0,64,м,врач
8943,Никитин Вилен,179.0,65.0,29,м,бухгалтер
8944,Филиппов Всеволод,171.0,79.0,23,м,автослесарь
8945,Сафонов Антоний,177.0,51.0,51,м,продавец
8946,Воробьёв Арсений,188.0,51.0,24,м,инженер
8947,Журавлёв Алексей,178.0,51.0,51,м,инженер
8948,Мухин Серафим,183.0,50.0,88,м,студент
8949,Белозёров Рустам,191.0,94.0,45,м,инженер
8950,Котов Василий,189.0,89.0,42,м,программист
8951,Силин Казимир,172.0,51.0,18,м,сантехник
8952,Иванов Анфим,179.0,69.0,30,м,преподаватель
8953,Захаров Станислав,194.0,,84,м,продавец
8954,Симонов Федот,175.0,,48,м,инженер
8955,Кириллов Ренат,178.0,118.0,81,м,автослесарь
8956,Мартынов Ростислав,,110.0,24,м,продавец
8957,Лыткин Ренат,187.0,102.0,34,м,инженер
8958,Бобров Фёдор,179.0,72.0,79,м,сантехник
8959,Орлов Осип,175.0,108.0,89,м,инженер
8960,Андреев Аким,181.0,62.0,71,м,врач
8961,Беляков Фаддей,173.0,104.0,53,м,автослесарь
8962,Шестаков Григорий,171.0,101.0,61,м,студент
8963,Брагин Фаддей,183.0,80.0,39,м,врач
8964,Игнатов Иван,188.0,83.0,19,м,преподаватель
8965,Ширяев Борислав,189.0,53.0,57,м,инженер
8966,Емельянов Никифор,169.0,57.0,62,м,продавец
8967,Белов Савелий,177.0,50.0,71,м,бухгалтер
8968,Власов Дмитрий,173.0,53.0,45,м,сантехник
8969,Симонов Никола,,79.0,39,м,продавец
8970,Тимофеев Степан,170.0,59.0,51,м,автослесарь
8971,Соболев Леонтий,189.0,53.0,48,м,программист
8972,Кузьмин Алексей,185.0,50.0,88,м,автослесарь
8973,Лапин Сидор,184.0,109.0,42,м,автослесарь
8974,Симонов Роман,170.0,57.0,81,м,сантехник
8975,Мамонтов Сергей,,64.0,86,м,автослесарь
8976,Лыткин Гордей,185.0,73.0,22,м,сантехник
8977,Воронцов Аполлинарий,167.0,52.0,85,м,автослесарь
8978,Виноградов Данила,188.0,95.0,54,м,инженер
8979,Соколов Вольдемар,194.0,118.0,54,м,сантехник
8980,Морозов Семён,172.0,94.0,27,м,врач
8981,Одинцов Вилен,171.0,,63,м,автослесарь
8982,Моисеев Зорийй,180.0,95.0,18,м,бухгалтер
8983,Рогов Викентий,175.0,,89,м,программист
8984,Беспалов Анисий,184.0,,43,м,автослесарь
8985,Фадеев Борис,188.0,68.0,53,м,студент
8986,Марков Агафон,174.0,101.0,47,м,автослесарь
8987,Антонов Давыд,194.0,117.0,84,м,программист
8988,Громов Денис,176.0,64.0,35,м,автослесарь
8989,Капустин Кирилл,170.0,51.0,23,м,студент
8990,Ильин Герман,187.0,85.0,33,м,врач
8991,Григорьев Даниил,182.0,53.0,24,м,бухгалтер
8992,Журавлёв Семен,174.0,102.0,30,м,инженер
8993,Ковалёв Анисий,167.0,100.0,23,м,врач
8994,Сорокин Юрий,189.0,105.0,32,м,преподаватель
8995,Киселёв Августин,185.0,104.0,85,м,сантехник
8996,Мельников Авраам,177.0,104.0,81,м,продавец
8997,Комиссаров Филимон,194.0,88.0,55,м,инженер
8998,Сорокин Мартын,182.0,82.0,55,м,студент
8999,Герасимов Всеволод,181.0,110.0,84,м,студент
9000,Логинов Вячеслав,187.0,110.0,36,м,инженер
9001,Гурьев Артём,194.0,96.0,78,м,программист
9002,Зыков Иеремия,174.0,98.0,53,м,студент
9003,Гришин Радослав,178.0,100.0,45,м,продавец
9004,Денисов Игнатий,172.0,94.0,70,м,сантехник
9005,Мельников Добрыня,167.0,62.0,48,м,инженер
9006,Игнатьев Семён,190.0,53.0,50,м,преподаватель
9007,Красильников Геннадий,190.0,68.0,72,м,студент
9008,Константинов Денис,194.0,89.0,59,м,автослесарь
9009,Соловьёв Мирон,176.0,60.0,75,м,студент
9010,Одинцов Антоний,169.0,112.0,52,м,преподаватель
9011,Данилов Аполлинарий,193.0,96.0,84,м,врач
9012,Шаров Ждан,166.0,113.0,61,м,бухгалтер
9013,Мышкин Анатолий,180.0,77.0,64,м,автослесарь
9014,Федотов Климент,189.0,52.0,67,м,сантехник
9015,Орехов Казимир,181.0,82.0,26,м,программист
9016,Устинов Ян,191.0,60.0,61,м,продавец
9017,Данилов Геннадий,171.0,105.0,44,м,студент
9018,Владимиров Антоний,192.0,103.0,20,м,бухгалтер
9019,Горбачёв Тимур,188.0,94.0,27,м,бухгалтер
9020,Шестаков Пётр,187.0,58.0,61,м,сантехник
9021,Харитонов Наум,186.0,103.0,35,м,программист
9022,Блохин Андрей,191.0,66.0,27,м,продавец
9023,Третьяков Григорий,187.0,64.0,79,м,студент
9024,Смирнов Данил,169.0,75.0,25,м,студент
9025,Капустин Павел,186.0,56.0,20,м,врач
9026,Прохоров Роман,173.0,70.0,61,м,программист
9027,Ермаков Максим,177.0,95.0,53,м,сантехник
9028,Тимофеев Моисей,182.0,90.0,41,м,преподаватель
9029,Емельянов Семён,187.0,96.0,18,м,инженер
9030,Гущин Бронислав,168.0,98.0,52,м,бухгалтер
9031,Егоров Спартак,172.0,65.0,83,м,инженер
9032,Воробьёв Ефим,169.0,58.0,55,м,программист
9033,Ефремов Вилен,191.0,,78,м,бухгалтер
9034,Третьяков Михаил,190.0,90.0,57,м,врач
9035,Субботин Давид,190.0,107.0,76,м,продавец
9036,Попов Тимур,175.0,103.0,55,м,автослесарь
9037,Борисов Арсений,181.0,70.0,40,м,бухгалтер
9038,Шаров Максим,192.0,52.0,32,м,продавец
9039,Колобов Вадим,191.0,58.0,24,м,сантехник
9040,Юдин Лукьян,194.0,70.0,74,м,программист
9041,Кудрявцев Анастасий,172.0,76.0,29,м,программист
9042,Новиков Аким,175.0,,27,м,автослесарь
9043,Панов Димитрий,185.0,54.0,56,м,программист
9044,Васильев Кир,165.0,94.0,50,м,сантехник
9045,Лебедев Владислав,190.0,82.0,83,м,врач
9046,Лапин Владимир,,61.0,26,м,студент
9047,Евдокимов Данил,167.0,69.0,21,м,бухгалтер
9048,Лаврентьев Геннадий,169.0,94.0,38,м,студент
9049,Ковалёв Арсен,166.0,70.0,66,м,продавец
9050,Колесников Тимур,168.0,111.0,45,м,студент
9051,Калашников Кир,190.0,113.0,75,м,преподаватель
9052,Петров Бенедикт,182.0,65.0,78,м,сантехник
9053,Фомин Потап,192.0,75.0,65,м,преподаватель
9054,Волков Сидор,177.0,71.0,43,м,преподаватель
9055,Михеев Макар,184.0,90.0,57,м,программист
9056,Колесников Евгений,180.0,89.0,61,м,программист
9057,Прохоров Игорь,190.0,77.0,63,м,продавец
9058,Ситников Константин,166.0,106.0,45,м,преподаватель
9059,Селезнёв Игнатий,189.0,76.0,28,м,инженер
9060,Потапов Тихон,171.0,101.0,69,м,сантехник
9061,Савельев Иосиф,173.0,85.0,33,м,сантехник
9062,Панфилов Касьян,183.0,97.0,79,м,врач
9063,Суханов Марат,193.0,60.0,77,м,врач
9064,Пономарёв Еремей,171.0,108.0,19,м,продавец
9065,Голубев Наум,171.0,67.0,33,м,автослесарь
9066,Жуков Остап,187.0,85.0,34,м,программист
9067,Михайлов Мартын,179.0,89.0,50,м,студент
9068,Карпов Артём,168.0,65.0,36,м,преподаватель
9069,Кулаков Арсен,184.0,68.0,88,м,программист
9070,Артемьев Никодим,177.0,86.0,76,м,студент
9071,Трофимов Спартак,178.0,,31,м,бухгалтер
9072,Веселов Егорий,174.0,119.0,67,м,врач
9073,Тетерин Ренат,191.0,72.0,82,м,инженер
9074,Лыткин Владислав,180.0,97.0,78,м,инженер
9075,Быков Сидор,194.0,59.0,76,м,автослесарь
9076,Козлов Ренат,170.0,52.0,23,м,программист
9077,Дорофеев Остап,185.0,101.0,40,м,инженер
9078,Шилов Родион,170.0,91.0,69,м,сантехник
9079,Филатов Данислав,176.0,90.0,74,м,автослесарь
9080,Воробьёв Владлен,181.0,119.0,83,м,студент
9081,Наумов Радослав,191.0,107.0,28,м,инженер
9082,Игнатов Вениамин,191.0,86.0,29,м,сантехник
9083,Денисов Бронислав,182.0,109.0,52,м,бухгалтер
9084,Гришин Сергей,192.0,107.0,34,м,студент
9085,Наумов Харитон,188.0,71.0,78,м,студент
9086,Мельников Августин,167.0,113.0,83,м,бухгалтер
9087,Носков Иван,175.0,113.0,28,м,сантехник
9088,Орехов Владислав,167.0,70.0,82,м,продавец
9089,Носков Василий,184.0,56.0,26,м,продавец
9090,Нестеров Данислав,189.0,87.0,42,м,продавец
9091,Некрасов Ренат,188.0,,53,м,автослесарь
9092,Исаев Болеслав,168.0,75.0,80,м,продавец
9093,Хохлов Яромир,180.0,56.0,61,м,программист
9094,Артемьев Денис,173.0,56.0,37,м,врач
9095,Тимофеев Константин,170.0,,82,м,бухгалтер
9096,Ершов Леонтий,,84.0,76,м,инженер
9097,Григорьев Артём,174.0,98.0,50,м,сантехник
9098,Капустин Артём,176.0,50.0,21,м,продавец
9099,Самсонов Дамир,192.0,70.0,48,м,сантехник
9100,Петров Диомид,188.0,54.0,26,м,бухгалтер
9101,Самсонов Евдоким,165.0,67.0,61,м,продавец
9102,Степанов Савва,183.0,97.0,57,м,врач
9103,Костин Михаил,194.0,80.0,77,м,студент
9104,Воронцов Диомид,175.0,92.0,40,м,преподаватель
9105,Носов Августин,184.0,51.0,61,м,автослесарь
9106,Давыдов Прохор,185.0,107.0,26,м,преподаватель
9107,Фадеев Максим,171.0,105.0,44,м,программист
9108,Фролов Вадим,193.0,112.0,37,м,студент
9109,Исаков Кирилл,186.0,103.0,60,м,автослесарь
9110,Афанасьев Дамир,189.0,,41,м,бухгалтер
9111,Филатов Емельян,165.0,104.0,53,м,бухгалтер
9112,Никонов Виссарион,171.0,81.0,24,м,продавец
9113,Гордеев Тарас,183.0,110.0,36,м,сантехник
9114,Федосеев Гавриил,167.0,78.0,62,м,автослесарь
9115,Мартынов Артур,180.0,116.0,79,м,инженер
9116,Стрелков Иеремия,190.0,113.0,48,м,сантехник
9117,Кудряшов Севастьян,178.0,101.0,25,м,врач
9118,Назаров Елисей,187.0,81.0,48,м,студент
9119,Архипов Артём,,110.0,56,м,автослесарь
9120,Петров Богдан,169.0,113.0,78,м,врач
9121,Рябов Сидор,171.0,78.0,18,м,преподаватель
9122,Кошелев Герасим,175.0,66.0,33,м,врач
9123,Беляков Митрофан,194.0,59.0,66,м,бухгалтер
9124,Колесников Евдоким,166.0,119.0,87,м,врач
9125,Калашников Вениамин,179.0,107.0,87,м,продавец
9126,Кудрявцев Вольдемар,184.0,71.0,79,м,программист
9127,Кириллов Кузьма,168.0,66.0,61,м,преподаватель
9128,Фокин Эрик,193.0,59.0,50,м,программист
9129,Афанасьев Макарий,192.0,104.0,28,м,продавец
9130,Цветков Иеремия,175.0,88.0,57,м,инженер
9131,Белоусов Аркадий,192.0,95.0,24,м,продавец
9132,Громов Даниил,,103.0,36,м,автослесарь
9133,Александров Кузьма,180.0,95.0,89,м,инженер
9134,Исаков Архип,167.0,76.0,23,м,инженер
9135,Пахомов Данислав,191.0,79.0,60,м,студент
9136,Овчинников Юрий,174.0,102.0,89,м,автослесарь
9137,Дьячков Кондрат,,53.0,72,м,студент
9138,Исаков Яромир,186.0,58.0,40,м,преподаватель
9139,Мельников Макарий,175.0,55.0,27,м,программист
9140,Комаров Роман,194.0,55.0,21,м,инженер
9141,Сазонов Ефрем,185.0,112.0,30,м,преподаватель
9142,Матвеев Никодим,179.0,78.0,86,м,врач
9143,Бобылёв Никифор,194.0,71.0,28,м,преподаватель
9144,Беляков Антоний,185.0,101.0,42,м,продавец
9145,Назаров Радослав,174.0,111.0,30,м,программист
9146,Дмитриев Алексей,166.0,,42,м,программист
9147,Кондратьев Иннокентий,177.0,118.0,86,м,автослесарь
9148,Гущин Яков,179.0,96.0,71,м,автослесарь
9149,Гордеев Геннадий,184.0,90.0,77,м,инженер
9150,Власов Никифор,167.0,84.0,86,м,продавец
9151,Зиновьев Яков,180.0,96.0,42,м,инженер
9152,Захаров Григорий,186.0,85.0,30,м,бухгалтер
9153,Некрасов Тарас,167.0,81.0,79,м,врач
9154,Никифоров Влад,181.0,78.0,34,м,программист
9155,Соболев Емельян,168.0,85.0,27,м,преподаватель
9156,Горбунов Добрыня,169.0,75.0,64,м,сантехник
9157,Овчинников Валентин,,114.0,87,м,сантехник
9158,Васильев Демид,175.0,89.0,23,м,программист
9159,Тетерин Мартын,194.0,,30,м,сантехник
9160,Федосеев Илья,193.0,104.0,29,м,продавец
9161,Гущин Фома,175.0,81.0,20,м,программист
9162,Савельев Митрофан,169.0,74.0,82,м,программист
9163,Ковалёв Давыд,175.0,83.0,18,м,продавец
9164,Корнилов Платон,179.0,81.0,62,м,врач
9165,Носов Данила,181.0,59.0,36,м,врач
9166,Бирюков Герасим,184.0,102.0,69,м,инженер
9167,Дмитриев Артём,191.0,70.0,46,м,сантехник
9168,Быков Анастасий,176.0,87.0,43,м,врач
9169,Новиков Фома,167.0,83.0,62,м,продавец
9170,Фомин Рустам,174.0,87.0,68,м,врач
9171,Куликов Гавриил,189.0,108.0,59,м,продавец
9172,Ершов Зорийй,176.0,90.0,81,м,студент
9173,Виноградов Григорий,180.0,118.0,35,м,бухгалтер
9174,Зиновьев Дамир,190.0,61.0,76,м,сантехник
9175,Баранов Радик,170.0,106.0,67,м,врач
9176,Кабанов Никифор,168.0,72.0,66,м,студент
9177,Пестов Максим,191.0,111.0,77,м,врач
9178,Дмитриев Фома,188.0,94.0,53,м,автослесарь
9179,Попов Климент,175.0,73.0,43,м,сантехник
9180,Хохлов Гордей,176.0,110.0,63,м,преподаватель
9181,Романов Флор,189.0,109.0,21,м,сантехник
9182,Козлов Антоний,175.0,112.0,62,м,продавец
9183,Семёнов Мирослав,166.0,75.0,55,м,продавец
9184,Харитонов Самсон,,89.0,63,м,инженер
9185,Кабанов Глеб,,105.0,42,м,программист
9186,Доронин Демид,,111.0,24,м,преподаватель
9187,Дорофеев Фома,180.0,90.0,73,м,врач
9188,Миронов Самсон,170.0,,68,м,бухгалтер
9189,Жуков Осип,191.0,81.0,32,м,преподаватель
9190,Суворов Ждан,193.0,107.0,19,м,преподаватель
9191,Колобов Ефим,185.0,,23,м,сантехник
9192,Ширяев Илларион,167.0,66.0,78,м,автослесарь
9193,Дементьев Добрыня,167.0,64.0,67,м,инженер
9194,Кулагин Ринат,194.0,111.0,83,м,сантехник
9195,Зайцев Вилен,167.0,119.0,23,м,бухгалтер
9196,Ефремов Антон,183.0,70.0,48,м,сантехник
9197,Николаев Остап,193.0,70.0,23,м,программист
9198,Лихачёв Филат,167.0,51.0,37,м,врач
9199,Лаврентьев Александр,185.0,95.0,79,м,программист
9200,Григорьев Лукьян,185.0,64.0,80,м,преподаватель
9201,Блохин Гавриил,191.0,82.0,60,м,врач
9202,Сафонов Илларион,174.0,60.0,54,м,преподаватель
9203,Костин Наум,175.0,111.0,38,м,автослесарь
9204,Жданов Давид,,103.0,23,м,программист
9205,Емельянов Радомир,188.0,113.0,30,м,бухгалтер
9206,Елисеев Семен,174.0,106.0,30,м,автослесарь
9207,Емельянов Олег,,117.0,74,м,инженер
9208,Савельев Бронислав,177.0,75.0,32,м,врач
9209,Сергеев Эльдар,179.0,108.0,75,м,программист
9210,Калашников Роман,167.0,54.0,76,м,бухгалтер
9211,Афанасьев Аркадий,180.0,102.0,55,м,программист
9212,Субботин Мартин,,62.0,85,м,автослесарь
9213,Лихачёв Степан,188.0,66.0,27,м,продавец
9214,Пестов Юрий,181.0,64.0,78,м,сантехник
9215,Уваров Станислав,182.0,100.0,80,м,врач
9216,Владимиров Андрей,189.0,73.0,72,м,преподаватель
9217,Харитонов Аполлинарий,187.0,61.0,42,м,автослесарь
9218,Рябов Всеволод,170.0,110.0,65,м,врач
9219,Капустин Виктор,182.0,63.0,48,м,автослесарь
9220,Кириллов Иосиф,179.0,,21,м,бухгалтер
9221,Шашков Платон,181.0,82.0,55,м,студент
9222,Медведев Олег,175.0,115.0,27,м,студент
9223,Соколов Вадим,182.0,56.0,31,м,студент
9224,Лаврентьев Матвей,194.0,73.0,86,м,инженер
9225,Лукин Серафим,192.0,116.0,78,м,программист
9226,Котов Олег,177.0,60.0,70,м,инженер
9227,Шашков Назар,181.0,96.0,28,м,сантехник
9228,Шестаков Максим,177.0,74.0,81,м,студент
9229,Комиссаров Игнат,165.0,88.0,73,м,врач
9230,Белозёров Кир,171.0,76.0,49,м,автослесарь
9231,Кулагин Федот,167.0,91.0,86,м,бухгалтер
9232,Жуков Василий,,108.0,21,м,продавец
9233,Игнатов Ренат,178.0,71.0,26,м,сантехник
9234,Фомичёв Георгий,177.0,63.0,35,м,студент
9235,Сорокин Евстахий,171.0,87.0,88,м,автослесарь
9236,Осипов Ян,179.0,100.0,71,м,инженер
9237,Назаров Фаддей,194.0,77.0,79,м,автослесарь
9238,Беляков Данислав,172.0,61.0,64,м,программист
9239,Матвеев Иван,169.0,87.0,77,м,студент
9240,Шубин Кир,183.0,118.0,64,м,бухгалтер
9241,Герасимов Василий,181.0,94.0,40,м,автослесарь
9242,Михеев Клим,193.0,104.0,68,м,врач
9243,Комиссаров Фёдор,174.0,112.0,71,м,врач
9244,Яковлев Герман,187.0,75.0,73,м,врач
9245,Блинов Тимофей,194.0,116.0,67,м,преподаватель
9246,Голубев Антон,179.0,54.0,19,м,автослесарь
9247,Большаков Ефим,173.0,68.0,60,м,программист
9248,Николаев Чарли,,95.0,52,м,врач
9249,Гуляев Климент,169.0,107.0,37,м,врач
9250,Куликов Казимир,181.0,66.0,50,м,инженер
9251,Брагин Константин,176.0,65.0,40,м,инженер
9252,Мясников Платон,170.0,70.0,19,м,автослесарь
9253,Иванов Тимур,167.0,111.0,39,м,продавец
9254,Нестеров Герасим,194.0,83.0,80,м,студент
9255,Афанасьев Антон,174.0,,40,м,сантехник
9256,Игнатов Феликс,181.0,65.0,58,м,продавец
